Measured Depth m,Average Rotary Speed rpm,Corrected Total Hookload kkgf,MWD Turbine RPM rpm,Corrected Hookload kkgf,Mud Density Out g/cm3,Average Hookload kkgf,Total Hookload kkgf,ROPIH s/m,Lag Depth (TVD) m,Total Vertical Depth m,Mud Density In g/cm3,Mud Density In g/cm3.1,Averaged WOB kkgf,Hole Depth (TVD) m
273.101,,,,,,,,,,,,,,
273.253,,,,,,,,,,,,,,
273.406,,,,,,,,,,,,,,
273.558,,,,,,,,,,,,,,
273.71,,,,,,,,,,,,,,
273.863,,,,,,,,,,,,,,
274.015,,,,,,,,,,,,,,
274.168,,,,,,,,,,,,,,
274.32,,,,,,,,,,,,,,
274.472,,,,,,,,,,,,,,
274.625,,,,,,,,,,,,,,
274.777,,,,,,,,,,,,,,
274.93,,,,,,,,,,,,,,
275.082,,,,,,,,,,,,,,
275.23400000000004,,,,,,,,,,,,,,
275.387,,,,,,,,,,,,,,
275.539,,,,,,,,,,,,,,
275.692,,,,,,,,,,,,,,
275.844,,,,,,,,,,,,,,
275.996,,,,,,,,,,,,,,
276.149,,,,,,,,,,,,,,
276.301,,,,,,,,,,,,,,
276.454,,,,,,,,,,,,,,
276.606,,,,,,,,,,,,,,
276.758,,,,,,,,,,,,,,
276.911,,,,,,,,,,,,,,
277.063,,,,,,,,,,,,,,
277.216,,,,,,,,,,,,,,
277.368,,,,,,,,,,,,,,
277.52,,,,,,,,,,,,,,
277.673,,,,,,,,,,,,,,
277.825,,,,,,,,,,,,,,
277.978,,,,,,,,,,,,,,
278.13,,,,,,,,,,,,,,
278.282,,,,,,,,,,,,,,
278.435,,,,,,,,,,,,,,
278.587,,,,,,,,,,,,,,
278.74,,,,,,,,,,,,,,
278.892,,,,,,,,,,,,,,
279.04400000000004,,,,,,,,,,,,,,
279.197,,,,,,,,,,,,,,
279.349,,,,,,,,,,,,,,
279.502,,,,,,,,,,,,,,
279.654,,,,,,,,,,,,,,
279.806,,,,,,,,,,,,,,
279.959,,,,,,,,,,,,,,
280.111,,,,,,,,,,,,,,
280.264,,,,,,,,,,,,,,
280.416,,,,,,,,,,,,,,
280.568,,,,,,,,,,,,,,
280.721,,,,,,,,,,,,,,
280.873,,,,,,,,,,,,,,
281.026,,,,,,,,,,,,,,
281.178,,,,,,,,,,,,,,
281.33,,,,,,,,,,,,,,
281.483,,,,,,,,,,,,,,
281.635,,,,,,,,,,,,,,
281.788,,,,,,,,,,,,,,
281.94,,,,,,,,,,,,,,
282.092,,,,,,,,,,,,,,
282.245,,,,,,,,,,,,,,
282.397,,,,,,,,,,,,,,
282.55,,,,,,,,,,,,,,
282.702,,,,,,,,,,,,,,
282.85400000000004,,,,,,,,,,,,,,
283.007,,,,,,,,,,,,,,
283.159,,,,,,,,,,,,,,
283.312,,,,,,,,,,,,,,
283.464,,,,,,,,,,,,,,
283.616,,,,,,,,,,,,,,
283.769,,,,,,,,,,,,,,
283.921,,,,,,,,,,,,,,
284.074,,,,,,,,,,,,,,
284.226,,,,,,,,,,,,,,
284.378,,,,,,,,,,,,,,
284.531,,,,,,,,,,,,,,
284.683,,,,,,,,,,,,,,
284.836,,,,,,,,,,,,,,
284.988,,,,,,,,,,,,,,
285.14,,,,,,,,,,,,,,
285.293,,,,,,,,,,,,,,
285.445,,,,,,,,,,,,,,
285.598,,,,,,,,,,,,,,
285.75,,,,,,,,,,,,,,
285.902,,,,,,,,,,,,,,
286.055,,,,,,,,,,,,,,
286.207,,,,,,,,,,,,,,
286.36,,,,,,,,,,,,,,
286.512,,,,,,,,,,,,,,
286.664,,,,,,,,,,,,,,
286.817,,,,,,,,,,,,,,
286.969,,,,,,,,,,,,,,
287.122,,,,,,,,,,,,,,
287.274,,,,,,,,,,,,,,
287.426,,,,,,,,,,,,,,
287.579,,,,,,,,,,,,,,
287.731,,,,,,,,,,,,,,
287.884,,,,,,,,,,,,,,
288.036,,,,,,,,,,,,,,
288.188,,,,,,,,,,,,,,
288.341,,,,,,,,,,,,,,
288.493,,,,,,,,,,,,,,
288.646,,,,,,,,,,,,,,
288.798,,,,,,,,,,,,,,
288.95,,,,,,,,,,,,,,
289.103,,,,,,,,,,,,,,
289.255,,,,,,,,,,,,,,
289.408,,,,,,,,,,,,,,
289.56,,,,,,,,,,,,,,
289.712,,,,,,,,,,,,,,
289.865,,,,,,,,,,,,,,
290.017,,,,,,,,,,,,,,
290.17,,,,,,,,,,,,,,
290.322,,,,,,,,,,,,,,
290.474,,,,,,,,,,,,,,
290.627,,,,,,,,,,,,,,
290.779,,,,,,,,,,,,,,
290.932,,,,,,,,,,,,,,
291.084,,,,,,,,,,,,,,
291.236,,,,,,,,,,,,,,
291.389,,,,,,,,,,,,,,
291.541,,,,,,,,,,,,,,
291.694,,,,,,,,,,,,,,
291.846,,,,,,,,,,,,,,
291.998,,,,,,,,,,,,,,
292.151,,,,,,,,,,,,,,
292.303,,,,,,,,,,,,,,
292.456,,,,,,,,,,,,,,
292.608,,,,,,,,,,,,,,
292.76,,,,,,,,,,,,,,
292.913,,,,,,,,,,,,,,
293.065,,,,,,,,,,,,,,
293.218,,,,,,,,,,,,,,
293.37,,,,,,,,,,,,,,
293.522,,,,,,,,,,,,,,
293.675,,,,,,,,,,,,,,
293.827,,,,,,,,,,,,,,
293.98,,,,,,,,,,,,,,
294.132,,,,,,,,,,,,,,
294.284,,,,,,,,,,,,,,
294.437,,,,,,,,,,,,,,
294.589,,,,,,,,,,,,,,
294.742,,,,,,,,,,,,,,
294.894,,,,,,,,,,,,,,
295.046,,,,,,,,,,,,,,
295.199,,,,,,,,,,,,,,
295.351,,,,,,,,,,,,,,
295.504,,,,,,,,,,,,,,
295.656,,,,,,,,,,,,,,
295.808,,,,,,,,,,,,,,
295.961,,,,,,,,,,,,,,
296.113,,,,,,,,,,,,,,
296.266,,,,,,,,,,,,,,
296.418,,,,,,,,,,,,,,
296.57,,,,,,,,,,,,,,
296.723,,,,,,,,,,,,,,
296.875,,,,,,,,,,,,,,
297.028,,,,,,,,,,,,,,
297.18,,,,,,,,,,,,,,
297.332,,,,,,,,,,,,,,
297.485,,,,,,,,,,,,,,
297.637,,,,,,,,,,,,,,
297.79,,,,,,,,,,,,,,
297.942,,,,,,,,,,,,,,
298.094,,,,,,,,,,,,,,
298.247,,,,,,,,,,,,,,
298.399,,,,,,,,,,,,,,
298.552,,,,,,,,,,,,,,
298.704,,,,,,,,,,,,,,
298.856,,,,,,,,,,,,,,
299.009,,,,,,,,,,,,,,
299.161,,,,,,,,,,,,,,
299.314,,,,,,,,,,,,,,
299.466,,,,,,,,,,,,,,
299.618,,,,,,,,,,,,,,
299.771,,,,,,,,,,,,,,
299.923,,,,,,,,,,,,,,
300.076,0.0,79.1790841072,,91.3217518521,,91.3217518521,37.149215103,,,,,1.19826420479462,,300.0756
300.228,0.0,79.2380511153,,91.0450605064,,91.0450605064,37.149215103,,,,,1.19826420479462,,300.228
300.38,0.0,79.2380511153,,91.0450605064,,91.0450605064,37.149215103,,,,,1.19826420479462,,300.3804
300.533,0.0,79.2743385049,,91.2083537596,,91.2083537596,37.149215103,,,,,1.19826420479462,,300.5328
300.685,0.0,79.31062589449999,,91.2763926151,,91.2763926151,37.149215103,,,,,1.19826420479462,,300.6852
300.838,0.0,79.3469132841,,91.1766022937,,91.1766022937,37.149215103,,,,,1.19826420479462,,300.8376
300.99,0.0,79.3469132841,,91.1766022937,,91.1766022937,37.149215103,,,,,1.19826420479462,,300.99
301.142,0.0,79.3832006737,,91.2128896833,,91.2128896833,37.149215103,,,,,1.19826420479462,,301.1424
301.295,0.0,79.4194880633,,91.4306140209,,91.4306140209,37.149215103,,,,,1.19826420479462,,301.2948
301.447,0.0,79.4557754529,,91.6982335192,,91.6982335192,37.149215103,,,,,1.19826420479462,,301.4472
301.6,0.0,79.4920628425,,91.3943266313,,91.3943266313,37.149215103,,,,,1.19826420479462,,301.5996
301.752,0.0,79.4920628425,,91.3943266313,,91.3943266313,37.149215103,,,,,1.19826420479462,,301.752
301.904,0.0,79.5283502321,,91.1357789804,,91.1357789804,37.149215103,,,,,1.19826420479462,,301.9044
302.057,0.0,79.5646376217,,91.2673207677,,91.2673207677,37.149215103,,,,,1.19826420479462,,302.0568
302.209,0.0,79.6009250113,,91.4170062498,,91.4170062498,37.149215103,,,,,1.19826420479462,,302.2092
302.362,0.0,79.6009250113,,91.4170062498,,91.4170062498,37.149215103,,,,,1.19826420479462,,302.3616
302.514,0.0,79.6372124009,,91.3580392417,,91.3580392417,37.149215103,,,,,1.19826420479462,,302.514
302.666,0.0,79.6734997905,,91.1675304463,,91.1675304463,37.149215103,,,,,1.19826420479462,,302.6664
302.819,0.0,79.70978718010001,,91.3489673943,,91.3489673943,37.149215103,,,,,1.19826420479462,,302.8188
302.971,0.0,79.7460745697,,91.2355693018,,91.2355693018,37.149215103,,,,,1.19826420479462,,302.9712
303.124,0.0,79.7460745697,,91.2355693018,,91.2355693018,37.149215103,,,,,1.19826420479462,,303.1236
303.276,0.0,79.7778260356,,91.1130993619,,91.1130993619,37.149215103,,,,,1.19826420479462,,303.276
303.428,0.0,79.8141134252,,91.1675304463,,91.1675304463,37.149215103,,,,,1.19826420479462,,303.4284
303.581,0.0,79.8504008148,,91.1947459885,,91.1947459885,37.149215103,,,,,1.19826420479462,,303.5808
303.733,0.0,79.8821522807,,91.3625751654,,91.3625751654,37.149215103,,,,,1.19826420479462,,303.7332
303.886,0.0,79.9184396703,,91.1448508278,,91.1448508278,37.149215103,,,,,1.19826420479462,,303.8856
304.038,0.0,79.9184396703,,91.1448508278,,91.1448508278,37.149215103,,,,,1.19826420479462,,304.038
304.19,0.0,79.9547270599,,91.3716470128,,91.3716470128,37.149215103,,,,,1.19826420479462,,304.1904
304.343,0.0,79.9864785258,,91.4260780972,,91.4260780972,37.149215103,,,,,1.19826420479462,,304.3428
304.495,0.0,80.0227659154,,91.126707133,,91.126707133,37.149215103,,,,,1.19826420479462,,304.4952
304.648,0.0,80.059053305,,90.7320817711,,90.7320817711,37.149215103,,,,,1.19826420479462,,304.6476
304.8,0.0,80.059053305,,90.7320817711,,90.7320817711,37.149215103,,,,,1.19826420479462,,304.8
304.952,0.0,80.09080477090001,,90.7683691607,,90.7683691607,37.149215103,,,,,1.19826420479462,,304.9524
305.105,0.0,80.1270921605,,91.1221712093,,91.1221712093,37.149215103,,,,,1.19826420479462,,305.1048
305.257,0.0,80.1633795501,,91.5485480371,,91.5485480371,37.149215103,,,,,1.19826420479462,,305.2572
305.41,0.0,80.19966693970001,,91.7345209088,,91.7345209088,37.149215103,,,,,1.19826420479462,,305.4096
305.562,0.0,80.23141840560001,,91.4669014105,,91.4669014105,37.149215103,,,,,1.19826420479462,,305.562
305.714,0.0,80.23141840560001,,91.4669014105,,91.4669014105,37.149215103,,,,,1.19826420479462,,305.7144
305.867,0.0,80.2677057952,,91.6891616718,,91.6891616718,37.149215103,,,,,1.19826420479462,,305.8668
306.019,0.0,80.30399318479999,,91.5304043423,,91.5304043423,37.149215103,,,,,1.19826420479462,,306.0192
306.172,0.0,80.3357446507,,91.1992819122,,91.1992819122,37.149215103,,,,,1.19826420479462,,306.1716
306.324,0.0,80.3720320403,,91.5031888001,,91.5031888001,37.149215103,,,,,1.19826420479462,,306.324
306.476,0.0,80.3720320403,,91.5031888001,,91.5031888001,37.149215103,,,,,1.19826420479462,,306.4764
306.629,0.0,80.4083194299,,91.4306140209,,91.4306140209,37.149215103,,,,,1.19826420479462,,306.6288
306.781,0.0,80.4400708958,,90.8908391006,,90.8908391006,37.149215103,,,,,1.19826420479462,,306.7812
306.934,0.0,80.4763582854,,91.2537129966,,91.2537129966,37.149215103,,,,,1.19826420479462,,306.9336
307.086,0.0,80.512645675,,91.5485480371,,91.5485480371,37.149215103,,,,,1.19826420479462,,307.086
307.238,0.0,80.512645675,,91.5485480371,,91.5485480371,37.149215103,,,,,1.19826420479462,,307.2384
307.391,0.0,80.5443971409,,91.7345209088,,91.7345209088,37.149215103,,,,,1.19826420479462,,307.3908
307.543,0.0,80.58068453050001,,92.0701792626,,92.0701792626,37.149215103,,,,,1.19826420479462,,307.5432
307.696,0.0,80.6169719201,,92.6462415725,,92.6462415725,37.149215103,,,,,1.19826420479462,,307.6956
307.848,0.0,80.6532593097,,93.0045795448,,93.0045795448,37.149215103,,,,,1.19826420479462,,307.848
308.0,0.0,80.6850107756,,92.7097445043,,92.7097445043,37.149215103,,,,,1.19826420479462,,308.0004
308.153,0.0,80.6850107756,,92.7097445043,,92.7097445043,37.149215103,,,,,1.19826420479462,,308.1528
308.305,0.0,80.72129816520001,,92.5419153274,,92.5419153274,37.149215103,,,,,1.19826420479462,,308.3052
308.458,0.0,80.7575855548,,92.4285172349,,92.4285172349,37.149215103,,,,,1.19826420479462,,308.4576
308.61,0.0,80.7893370207,,92.4285172349,,92.4285172349,37.149215103,,,,,1.19826420479462,,308.61
308.762,0.0,80.8256244103,,92.0928588811,,92.0928588811,37.149215103,,,,,1.19826420479462,,308.7624
308.915,0.0,80.8256244103,,92.0928588811,,92.0928588811,37.149215103,,,,,1.19826420479462,,308.9148
309.067,0.0,80.8619117999,,91.7980238406,,91.7980238406,37.149215103,,,,,1.19826420479462,,309.0672
309.22,0.0,80.8936632658,,91.6619461296,,91.6619461296,37.149215103,,,,,1.19826420479462,,309.2196
309.372,0.0,80.920878808,,91.7572005273,,91.7572005273,37.149215103,,,,,1.19826420479462,,309.372
309.524,0.0,80.94355842649999,,91.3943266313,,91.3943266313,37.149215103,,,,,1.19826420479462,,309.5244
309.677,0.0,80.97530989239999,,89.5255260669,,89.5255260669,37.149215103,,,,,1.19826420479462,,309.6768
309.829,0.0,81.00706135829999,,91.9794607886,,91.9794607886,37.149215103,,,,,1.19826420479462,,309.8292
309.982,0.0,81.0297409768,,92.1608977366,,92.1608977366,37.149215103,,,,,1.19826420479462,,309.9816
310.134,0.0,81.0614924427,,91.9250297042,,91.9250297042,37.149215103,,,,,1.19826420479462,,310.134
310.286,0.0,81.0932439086,,91.6800898244,,91.6800898244,37.149215103,,,,,1.19826420479462,,310.2864
310.439,0.0,81.1113876034,,91.8388471539,,91.8388471539,37.149215103,,,,,1.19826420479462,,310.4388
310.591,0.0,81.1431390693,,91.6301946637,,91.6301946637,37.149215103,,,,,1.19826420479462,,310.5912
310.744,0.0,81.1703546115,,91.5848354267,,91.5848354267,37.149215103,,,,,1.19826420479462,,310.7436
310.896,0.0,81.1884983063,,90.79558470290002,,90.79558470290002,37.149215103,,,,,1.19826420479462,,310.896
311.048,0.0,81.2202497722,,68.3246186931,,68.3246186931,37.1582869504,,,,,1.19826420479462,,311.0484
311.201,0.0,81.2429293907,,96.1570465163,,96.1570465163,38.0745435378,,,,,1.19826420479462,,311.2008
311.353,0.0,81.2792167803,,91.2809285388,,91.2809285388,38.0745435378,,,,,1.19826420479462,,311.3532
311.506,0.0,81.3109682462,,90.9225905665,,90.9225905665,38.0745435378,,,,,1.19826420479462,,311.5056
311.658,0.0,81.3336478647,,91.0904197434,,91.0904197434,38.0745435378,,,,,1.19826420479462,,311.658
311.81,0.0,81.3699352543,,90.446318578,,90.446318578,38.0745435378,,,,,1.19826420479462,,311.8104
311.963,0.0,81.4152944913,,90.00179805540002,,90.00179805540002,38.0745435378,,,,,1.19826420479462,,311.9628
312.115,0.0,81.4425100335,,91.3217518521,,91.3217518521,38.0745435378,,,,,1.19826420479462,,312.1152
312.268,0.0,81.4742614994,,91.5031888001,,91.5031888001,38.0745435378,,,,,1.19826420479462,,312.2676
312.42,0.0,81.5014770416,,90.6141477549,,90.6141477549,38.0745435378,,,,,1.19826420479462,,312.42
312.572,0.0,81.5332285075,,90.8772313295,,90.8772313295,38.0745435378,,,,,1.19826420479462,,312.5724
312.725,0.0,81.5332285075,,90.8772313295,,90.8772313295,38.0745435378,,,,,1.19826420479462,,312.7248
312.877,0.0,81.5604440497,,91.5304043423,,91.5304043423,38.0745435378,,,,,1.19826420479462,,312.8772
313.03,0.0,81.59219551560001,,91.5666917319,,91.5666917319,38.0745435378,,,,,1.19826420479462,,313.0296
313.182,0.0,81.6239469815,,91.0133090405,,91.0133090405,38.0745435378,,,,,1.19826420479462,,313.182
313.334,0.0,81.6511625237,,91.1811382174,,91.1811382174,38.0745435378,,,,,1.19826420479462,,313.3344
313.487,0.0,81.6829139896,,91.3716470128,,91.3716470128,38.0745435378,,,,,1.19826420479462,,313.4868
313.639,0.0,81.7146654555,,91.3444314706,,91.3444314706,38.0745435378,,,,,1.19826420479462,,313.6392
313.79200000000003,0.0,81.7464169214,,90.446318578,,90.446318578,38.0745435378,,,,,1.19826420479462,,313.7916
313.944,0.0,81.7781683873,,89.9519028947,,89.9519028947,38.0745435378,,,,,1.19826420479462,,313.944
314.096,0.0,81.8099198532,,90.4100311884,,90.4100311884,38.0745435378,,,,,1.19826420479462,,314.0964
314.249,0.0,81.8371353954,,90.9407342613,,90.9407342613,38.0745435378,,,,,1.19826420479462,,314.2488
314.401,0.0,81.8688868613,,90.3193127144,,90.3193127144,38.0745435378,,,,,1.19826420479462,,314.4012
314.55400000000003,0.0,81.9006383272,,90.9271264902,,90.9271264902,38.0745435378,,,,,1.19826420479462,,314.5536
314.706,0.0,81.9323897931,,91.3398955469,,91.3398955469,38.0745435378,,,,,1.19826420479462,,314.706
314.858,0.0,81.9323897931,,91.3398955469,,91.3398955469,38.0745435378,,,,,1.19826420479462,,314.8584
315.011,0.0,81.964141259,,91.6755539007,,91.6755539007,38.0745435378,,,,,1.19826420479462,,315.0108
315.163,0.0,81.9958927249,,91.7662723747,,91.7662723747,38.0745435378,,,,,1.19826420479462,,315.1632
315.316,0.0,82.0276441908,,90.8273361688,,90.8273361688,38.0745435378,,,,,1.19826420479462,,315.3156
315.468,0.0,82.0593956567,,90.6912584578,,90.6912584578,38.0745435378,,,,,1.19826420479462,,315.468
315.62,0.0,82.0866111989,,91.0858838197,,91.0858838197,38.0745435378,,,,,1.19826420479462,,315.6204
315.773,0.0,82.1047548937,,90.9089827954,,90.9089827954,38.0745435378,,,,,1.19826420479462,,315.7728
315.925,0.0,82.1274345122,,90.3646719514,,90.3646719514,38.0745435378,,,,,1.19826420479462,,315.9252
316.078,0.0,82.1546500544,,91.0087731168,,91.0087731168,38.0745435378,,,,,1.19826420479462,,316.0776
316.23,0.0,82.1864015203,,91.0087731168,,91.0087731168,38.0745435378,,,,,1.19826420479462,,316.23
316.382,0.0,82.2181529862,,91.1629945226,,91.1629945226,38.0745435378,,,,,1.19826420479462,,316.3824
316.535,0.0,82.2499044521,,90.945270185,,90.945270185,38.0745435378,,,,,1.19826420479462,,316.5348
316.687,0.0,82.2725840706,,91.0269168116,,91.0269168116,38.0745435378,,,,,1.19826420479462,,316.6872
316.84,0.0,82.2952636891,,90.9543420324,,90.9543420324,38.0745435378,,,,,1.19826420479462,,316.8396
316.992,0.0,82.327015155,,91.5621558082,,91.5621558082,38.0745435378,,,,,1.19826420479462,,316.992
317.144,0.0,82.3587666209,,91.5893713504,,91.5893713504,38.0745435378,,,,,1.19826420479462,,317.1444
317.297,0.0,82.3905180868,,91.4623654868,,91.4623654868,38.0745435378,,,,,1.19826420479462,,317.2968
317.449,0.0,82.417733629,,91.3489673943,,91.3489673943,38.0745435378,,,,,1.19826420479462,,317.4492
317.60200000000003,0.0,82.4404132475,,90.9407342613,,90.9407342613,38.0745435378,,,,,1.19826420479462,,317.6016
317.754,0.0,82.4721647134,,91.2854644625,,91.2854644625,38.0745435378,,,,,1.19826420479462,,317.754
317.906,0.0,82.5039161793,,92.0656433389,,92.0656433389,38.0745435378,,,,,1.19826420479462,,317.9064
318.059,0.0,82.5265957978,,92.124610347,,92.124610347,38.0745435378,,,,,1.19826420479462,,318.0588
318.211,0.0,82.5492754163,,91.9295656279,,91.9295656279,38.0745435378,,,,,1.19826420479462,,318.2112
318.36400000000003,0.0,82.5810268822,,91.7345209088,,91.7345209088,38.0745435378,,,,,1.19826420479462,,318.3636
318.516,0.0,82.6173142718,,92.4557327771,,92.4557327771,38.0745435378,,,,,1.19826420479462,,318.516
318.668,0.0,82.6490657377,,92.8458222153,,92.8458222153,38.0745435378,,,,,1.19826420479462,,318.6684
318.821,0.0,82.67174535619999,,92.0112122545,,92.0112122545,38.0745435378,,,,,1.19826420479462,,318.8208
318.973,0.0,82.6944249747,,91.7753442221,,91.7753442221,38.0745435378,,,,,1.19826420479462,,318.9732
319.126,0.0,82.7261764406,,91.9976044834,,91.9976044834,38.0745435378,,,,,1.19826420479462,,319.1256
319.278,0.0,82.7579279065,,92.3922298453,,92.3922298453,38.0745435378,,,,,1.19826420479462,,319.278
319.43,0.0,82.780607525,,92.0474996441,,92.0474996441,38.0745435378,,,,,1.19826420479462,,319.4304
319.583,0.0,82.8078230672,,91.7481286799,,91.7481286799,38.0745435378,,,,,1.19826420479462,,319.5828
319.735,0.0,82.8395745331,,91.5712276556,,91.5712276556,38.0745435378,,,,,1.19826420479462,,319.7352
319.888,0.0,82.87132599899999,,91.1493867515,,91.1493867515,38.0745435378,,,,,1.19826420479462,,319.8876
320.04,0.0,82.9030774649,,91.3217518521,,91.3217518521,38.0745435378,,,,,1.19826420479462,,320.04
320.192,0.0,82.9257570834,,90.3329204855,,90.3329204855,38.0745435378,,,,,1.19826420479462,,320.1924
320.345,0.0,82.9484367019,,91.5712276556,,91.5712276556,38.0745435378,,,,,1.19826420479462,,320.3448
320.497,0.0,82.9847240915,,92.1382181181,,92.1382181181,38.0745435378,,,,,1.19826420479462,,320.4972
320.65,0.0,83.0164755574,,92.1472899655,,92.1472899655,38.0745435378,,,,,1.19826420479462,,320.6496
320.802,0.0,83.0391551759,,92.9773640026,,92.9773640026,38.0745435378,,,,,1.19826420479462,,320.802
320.954,0.0,83.0618347944,,93.2994145853,,93.2994145853,38.0745435378,,,,,1.19826420479462,,320.9544
321.107,0.0,83.0935862603,,92.8095348257,,92.8095348257,38.0745435378,,,,,1.19826420479462,,321.1068
321.259,0.0,83.1253377262,,92.1608977366,,92.1608977366,38.0745435378,,,,,1.19826420479462,,321.2592
321.41200000000003,0.0,83.1570891921,,92.2833676765,,92.2833676765,38.0745435378,,,,,1.19826420479462,,321.4116
321.564,0.0,83.1843047343,,91.9204937805,,91.9204937805,38.0745435378,,,,,1.19826420479462,,321.564
321.716,0.0,83.20698435279999,,91.6120509689,,91.6120509689,38.0745435378,,,,,1.19826420479462,,321.7164
321.869,0.0,83.2387358187,,91.353503318,,91.353503318,38.0745435378,,,,,1.19826420479462,,321.8688
322.021,0.0,83.2704872846,,90.9997012694,,90.9997012694,38.0745435378,,,,,1.19826420479462,,322.0212
322.17400000000004,0.0,83.2931669031,,91.1130993619,,91.1130993619,38.0745435378,,,,,1.19826420479462,,322.1736
322.326,0.0,83.3203824453,,91.0087731168,,91.0087731168,38.0745435378,,,,,1.19826420479462,,322.326
322.478,0.0,83.3521339112,,91.3807188602,,91.3807188602,38.0745435378,,,,,1.19826420479462,,322.4784
322.631,0.0,83.3838853771,,91.1811382174,,91.1811382174,38.0745435378,,,,,1.19826420479462,,322.6308
322.783,0.0,83.415636843,,91.0269168116,,91.0269168116,38.0745435378,,,,,1.19826420479462,,322.7832
322.936,0.0,83.4383164615,,91.035988659,,91.035988659,38.0745435378,,,,,1.19826420479462,,322.9356
323.088,0.0,83.46099608,,91.6029791215,,91.6029791215,38.0745435378,,,,,1.19826420479462,,323.088
323.24,0.0,83.4927475459,,91.2537129966,,91.2537129966,38.0745435378,,,,,1.19826420479462,,323.2404
323.393,0.0,83.5244990118,,91.0133090405,,91.0133090405,38.0745435378,,,,,1.19826420479462,,323.3928
323.545,0.0,83.551714554,,90.763833237,,90.763833237,38.0745435378,,,,,1.19826420479462,,323.5452
323.698,0.0,83.5743941725,,90.5052855861,,90.5052855861,38.0745435378,,,,,1.19826420479462,,323.6976
323.85,0.0,83.60614563840001,,91.3671110891,,91.3671110891,38.0745435378,,,,,1.19826420479462,,323.85
324.002,0.0,83.63789710430001,,90.5098215098,,90.5098215098,38.0745435378,,,,,1.19826420479462,,324.0024
324.155,0.0,83.66964857020001,,90.9634138798,,90.9634138798,38.0745435378,,,,,1.19826420479462,,324.1548
324.307,0.0,83.6923281887,,91.081347896,,91.081347896,38.0745435378,,,,,1.19826420479462,,324.3072
324.46,0.0,83.7195437309,,90.6957943815,,90.6957943815,38.0745435378,,,,,1.19826420479462,,324.4596
324.612,0.0,83.7512951968,,91.7798801458,,91.7798801458,38.0745435378,,,,,1.19826420479462,,324.612
324.764,0.0,83.7830466627,,90.9951653457,,90.9951653457,38.0745435378,,,,,1.19826420479462,,324.7644
324.91700000000003,0.0,83.8057262812,,91.0178449642,,91.0178449642,38.0745435378,,,,,1.19826420479462,,324.9168
325.069,0.0,83.8284058997,,91.2446411492,,91.2446411492,38.0745435378,,,,,1.19826420479462,,325.0692
325.222,0.0,83.8601573656,,91.2355693018,,91.2355693018,38.0745435378,,,,,1.19826420479462,,325.2216
325.374,0.0,83.89190883149999,,91.1130993619,,91.1130993619,38.0745435378,,,,,1.19826420479462,,325.374
325.526,0.0,83.92366029739999,,90.718474,,90.718474,38.0745435378,,,,,1.19826420479462,,325.5264
325.67900000000003,0.0,83.9508758396,,90.6640429156,,90.6640429156,38.0745435378,,,,,1.19826420479462,,325.6788
325.831,0.0,83.97355545810001,,91.1448508278,,91.1448508278,38.0745435378,,,,,1.19826420479462,,325.8312
325.98400000000004,0.0,84.005306924,,91.2900003862,,91.2900003862,38.0745435378,,,,,1.19826420479462,,325.9836
326.136,0.0,84.0370583899,,90.7865128555,,90.7865128555,38.0745435378,,,,,1.19826420479462,,326.136
326.288,0.0,84.0597380084,,91.6347305874,,91.6347305874,38.0745435378,,,,,1.19826420479462,,326.2884
326.441,0.0,84.0869535506,,91.2582489203,,91.2582489203,38.0745435378,,,,,1.19826420479462,,326.4408
326.593,0.0,84.1187050165,,91.2446411492,,91.2446411492,38.0745435378,,,,,1.19826420479462,,326.5932
326.746,0.0,84.1504564824,,91.4805091816,,91.4805091816,38.0745435378,,,,,1.19826420479462,,326.7456
326.898,0.0,84.1822079483,,90.7366176948,,90.7366176948,38.0745435378,,,,,1.19826420479462,,326.898
327.05,0.0,84.2048875668,,91.4215421735,,91.4215421735,38.0745435378,,,,,1.19826420479462,,327.0504
327.203,0.0,84.2275671853,,91.8796704672,,91.8796704672,38.0745435378,,,,,1.19826420479462,,327.2028
327.355,0.0,84.2593186512,,91.6982335192,,91.6982335192,38.0745435378,,,,,1.19826420479462,,327.3552
327.508,0.0,84.2910701171,,91.5757635793,,91.5757635793,38.0745435378,,,,,1.19826420479462,,327.5076
327.66,0.0,84.3182856593,,91.2083537596,,91.2083537596,38.0745435378,,,,,1.19826420479462,,327.66
327.81199999999995,0.0,84.3409652778,,91.4215421735,,91.4215421735,38.0745435378,,,,,1.19826420479462,,327.8124
327.965,0.0,84.3727167437,,91.1675304463,,91.1675304463,38.0745435378,,,,,1.19826420479462,,327.9648
328.117,0.0,84.4044682096,,91.62565874,,91.62565874,38.0745435378,,,,,1.19826420479462,,328.1172
328.27,0.0,84.4362196755,,91.7980238406,,91.7980238406,38.0745435378,,,,,1.19826420479462,,328.2696
328.422,0.0,84.45889929399999,,91.5621558082,,91.5621558082,38.0745435378,,,,,1.19826420479462,,328.422
328.574,0.0,84.4861148362,,91.5984431978,,91.5984431978,38.0745435378,,,,,1.19826420479462,,328.5744
328.727,0.0,84.5224022258,,91.8297753065,,91.8297753065,38.0745435378,,,,,1.19826420479462,,328.7268
328.879,0.0,84.549617768,,92.1608977366,,92.1608977366,38.0745435378,,,,,1.19826420479462,,328.8792
329.032,0.0,84.5768333102,,91.9295656279,,91.9295656279,38.0745435378,,,,,1.19826420479462,,329.0316
