Measured Depth m,Average Rotary Speed rpm,Corrected Total Hookload kkgf,MWD Turbine RPM rpm,Corrected Hookload kkgf,Mud Density Out g/cm3,Average Hookload kkgf,Total Hookload kkgf,ROPIH s/m,Lag Depth (TVD) m,Total Vertical Depth m,Mud Density In g/cm3,Mud Density In g/cm3.1,Averaged WOB kkgf,Hole Depth (TVD) m
402.641,0.0,98.2753228842,,95.163679226,,95.163679226,39.8934489415,,,,,1.19826420479462,,402.6408
402.793,0.0,98.3070743501,,95.4902657324,,95.4902657324,39.8934489415,,,,,1.19826420479462,,402.7932
402.946,0.0,98.3297539686,,95.3723317162,,95.3723317162,39.8934489415,,,,,1.19826420479462,,402.9456
403.098,0.0,98.3615054345,,95.3587239451,,95.3587239451,39.8934489415,,,,,1.19826420479462,,403.098
403.25,0.0,98.3932569004,,95.5129453509,,95.5129453509,39.8934489415,,,,,1.19826420479462,,403.2504
403.403,0.0,98.4159365189,,95.5220171983,,95.5220171983,39.8934489415,,,,,1.19826420479462,,403.4028
403.555,0.0,98.4431520611,,95.3587239451,,95.3587239451,39.8934489415,,,,,1.19826420479462,,403.5552
403.708,0.0,98.474903527,,95.5583045879,,95.5583045879,39.8934489415,,,,,1.19826420479462,,403.7076
403.86,0.0,98.5021190692,,95.2453258526,,95.2453258526,39.8934489415,,,,,1.19826420479462,,403.86
404.012,0.0,98.5293346114,,95.2725413948,,95.2725413948,39.8934489415,,,,,1.19826420479462,,404.0124
404.165,0.0,98.5565501536,,95.0865685231,,95.0865685231,39.8934489415,,,,,1.19826420479462,,404.1648
404.317,0.0,98.5883016195,,95.4675861139,,95.4675861139,39.8934489415,,,,,1.19826420479462,,404.3172
404.47,0.0,98.6155171617,,95.2589336237,,95.2589336237,39.8934489415,,,,,1.19826420479462,,404.4696
404.622,0.0,98.6427327039,,95.4086191058,,95.4086191058,39.8934489415,,,,,1.19826420479462,,404.622
404.774,0.0,98.6744841698,,95.0321374387,,95.0321374387,39.8934489415,,,,,1.19826420479462,,404.7744
404.927,0.0,98.701699712,,94.9459548884,,94.9459548884,39.8934489415,,,,,1.19826420479462,,404.9268
405.079,0.0,98.7289152542,,94.9867782017,,94.9867782017,39.8934489415,,,,,1.19826420479462,,405.0792
405.232,0.0,98.7561307964,,95.2135743867,,95.2135743867,39.8934489415,,,,,1.19826420479462,,405.2316
405.384,0.0,98.7878822623,,95.118319989,,95.118319989,39.8934489415,,,,,1.19826420479462,,405.384
405.536,0.0,98.8150978045,,95.6354152908,,95.6354152908,39.8934489415,,,,,1.19826420479462,,405.5364
405.689,0.0,98.8423133467,,95.4857298087,,95.4857298087,39.8934489415,,,,,1.19826420479462,,405.6888
405.841,0.0,98.8695288889,,95.0774966757,,95.0774966757,39.8934489415,,,,,1.19826420479462,,405.8412
405.994,0.0,98.9012803548,,95.0457452098,,95.0457452098,39.8934489415,,,,,1.19826420479462,,405.9936
406.146,0.0,98.928495897,,94.8688441855,,94.8688441855,39.8934489415,,,,,1.19826420479462,,406.146
406.298,0.0,98.9557114392,,95.1273918364,,95.1273918364,39.8934489415,,,,,1.19826420479462,,406.2984
406.451,0.0,98.9874629051,,94.9731704306,,94.9731704306,39.8934489415,,,,,1.19826420479462,,406.4508
406.603,0.0,99.0146784473,,95.118319989,,95.118319989,39.8934489415,,,,,1.19826420479462,,406.6032
406.756,0.0,99.0418939895,,95.3269724792,,95.3269724792,39.8934489415,,,,,1.19826420479462,,406.7556
406.908,0.0,99.0736454554,,95.4403705717,,95.4403705717,39.8934489415,,,,,1.19826420479462,,406.908
407.06,0.0,99.1008609976,,95.10471221790002,,95.10471221790002,39.8934489415,,,,,1.19826420479462,,407.0604
407.213,0.0,99.1280765398,,94.8416286433,,94.8416286433,39.8934489415,,,,,1.19826420479462,,407.2128
407.365,0.0,99.155292082,,95.1500714549,,95.1500714549,39.8934489415,,,,,1.19826420479462,,407.3652
407.518,0.0,99.1870435479,,95.163679226,,95.163679226,39.8934489415,,,,,1.19826420479462,,407.5176
407.67,0.0,99.2142590901,,95.0820325994,,95.0820325994,39.8934489415,,,,,1.19826420479462,,407.67
407.822,0.0,99.2414746323,,94.7599820167,,94.7599820167,39.8934489415,,,,,1.19826420479462,,407.8224
407.975,0.0,99.2686901745,,95.2634695474,,95.2634695474,39.8934489415,,,,,1.19826420479462,,407.9748
408.127,0.0,99.3004416404,,95.0548170572,,95.0548170572,39.8934489415,,,,,1.19826420479462,,408.1272
408.28,0.0,99.3276571826,,95.0548170572,,95.0548170572,39.8934489415,,,,,1.19826420479462,,408.2796
408.432,0.0,99.3548727248,,94.8370927196,,94.8370927196,39.8934489415,,,,,1.19826420479462,,408.432
408.584,0.0,99.3866241907,,95.0003859728,,95.0003859728,39.8934489415,,,,,1.19826420479462,,408.5844
408.737,0.0,99.41383973290002,,95.345116174,,95.345116174,39.8934489415,,,,,1.19826420479462,,408.7368
408.889,0.0,99.4410552751,,95.209038463,,95.209038463,39.8934489415,,,,,1.19826420479462,,408.8892
409.042,0.0,99.4682708173,,95.1273918364,,95.1273918364,39.8934489415,,,,,1.19826420479462,,409.0416
409.194,0.0,99.5000222832,,95.4176909532,,95.4176909532,39.8934489415,,,,,1.19826420479462,,409.194
409.346,0.0,99.5272378254,,95.6308793671,,95.6308793671,39.8934489415,,,,,1.19826420479462,,409.3464
409.499,0.0,99.5544533676,,95.481193885,,95.481193885,39.8934489415,,,,,1.19826420479462,,409.4988
409.651,0.0,99.5816689098,,95.10471221790002,,95.10471221790002,39.8934489415,,,,,1.19826420479462,,409.6512
409.804,0.0,99.608884452,,95.5628405116,,95.5628405116,39.8934489415,,,,,1.19826420479462,,409.8036
409.956,0.0,99.6406359179,,95.7669570781,,95.7669570781,39.8934489415,,,,,1.19826420479462,,409.956
410.108,0.0,99.6723873838,,95.4857298087,,95.4857298087,39.8934489415,,,,,1.19826420479462,,410.1084
410.261,0.0,99.6950670023,,95.6218075197,,95.6218075197,39.8934489415,,,,,1.19826420479462,,410.2608
410.413,0.0,99.7222825445,,96.2477649903,,96.2477649903,39.8934489415,,,,,1.19826420479462,,410.4132
410.566,0.0,99.7540340104,,96.3158038458,,96.3158038458,39.8934489415,,,,,1.19826420479462,,410.5656
410.718,0.0,99.7812495526,,95.8077803914,,95.8077803914,39.8934489415,,,,,1.19826420479462,,410.718
410.87,0.0,99.8084650948,,95.844067781,,95.844067781,39.8934489415,,,,,1.19826420479462,,410.8704
411.023,0.0,99.8402165607,,95.3360443266,,95.3360443266,39.8934489415,,,,,1.19826420479462,,411.0228
411.175,0.0,99.8674321029,,97.9986315385,,97.9986315385,39.8934489415,,,,,1.19826420479462,,411.1752
411.328,0.0,99.8946476451,,99.41383973290002,,99.41383973290002,39.8934489415,,,,,1.19826420479462,,411.3276
411.48,0.0,99.9218631873,,99.2414746323,,99.2414746323,39.8934489415,,,,,1.19826420479462,,411.48
411.632,0.0,99.9536146532,,99.1915794716,,99.1915794716,39.8934489415,,,,,1.19826420479462,,411.6324
411.785,0.0,99.9808301954,,99.1507561583,,99.1507561583,39.8934489415,,,,,1.19826420479462,,411.7848
411.937,0.0,100.0125816613,,99.4682708173,,99.4682708173,39.8934489415,,,,,1.19826420479462,,411.9372
412.09,0.0,100.0352612798,,99.971758348,,99.971758348,39.8934489415,,,,,1.19826420479462,,412.0896
412.242,0.0,100.062476822,,100.0579408983,,100.0579408983,39.8934489415,,,,,1.19826420479462,,412.242
412.394,0.0,100.0942282879,,100.0534049746,,100.0534049746,39.8934489415,,,,,1.19826420479462,,412.3944
412.547,0.0,100.1259797538,,99.9445428058,,99.9445428058,39.8934489415,,,,,1.19826420479462,,412.5468
412.699,0.0,100.1486593723,,99.9581505769,,99.9581505769,39.8934489415,,,,,1.19826420479462,,412.6992
412.852,0.0,100.1758749145,,100.0216535087,,100.0216535087,39.8934489415,,,,,1.19826420479462,,412.8516
413.004,0.0,100.2076263804,,100.0261894324,,100.0261894324,39.8934489415,,,,,1.19826420479462,,413.004
413.156,0.0,100.2393778463,,100.0352612798,,100.0352612798,39.8934489415,,,,,1.19826420479462,,413.1564
413.309,0.0,100.2620574648,,100.0216535087,,100.0216535087,39.8934489415,,,,,1.19826420479462,,413.3088
413.461,0.0,100.289273007,,99.9944379665,,99.9944379665,39.8934489415,,,,,1.19826420479462,,413.4612
413.614,0.0,100.3210244729,,100.0806205168,,100.0806205168,39.8934489415,,,,,1.19826420479462,,413.6136
413.766,0.0,100.3527759388,,100.0851564405,,100.0851564405,39.8934489415,,,,,1.19826420479462,,413.766
413.918,0.0,100.379991481,,99.9853661191,,99.9853661191,39.8934489415,,,,,1.19826420479462,,413.9184
414.071,0.0,100.4026710995,,100.0397972035,,100.0397972035,39.8934489415,,,,,1.19826420479462,,414.0708
414.223,0.0,100.4344225654,,100.0125816613,,100.0125816613,39.8934489415,,,,,1.19826420479462,,414.2232
414.376,0.0,100.4661740313,,99.9808301954,,99.9808301954,39.8934489415,,,,,1.19826420479462,,414.3756
414.528,0.0,100.4933895735,,99.9989738902,,99.9989738902,39.8934489415,,,,,1.19826420479462,,414.528
414.68,0.0,100.5206051157,,99.9581505769,,99.9581505769,39.8934489415,,,,,1.19826420479462,,414.6804
414.833,0.0,100.5478206579,,100.0216535087,,100.0216535087,39.8934489415,,,,,1.19826420479462,,414.8328
414.985,0.0,100.5795721238,,100.0806205168,,100.0806205168,39.8934489415,,,,,1.19826420479462,,414.9852
415.138,0.0,100.606787666,,100.017117585,,100.017117585,39.8934489415,,,,,1.19826420479462,,415.1376
415.29,0.0,100.6340032082,,100.0806205168,,100.0806205168,39.8934489415,,,,,1.19826420479462,,415.29
415.442,0.0,100.6612187504,,100.0896923642,,100.0896923642,39.8934489415,,,,,1.19826420479462,,415.4424
415.595,0.0,100.6884342926,,100.0125816613,,100.0125816613,39.8934489415,,,,,1.19826420479462,,415.5948
415.747,0.0,100.7156498348,,99.9853661191,,99.9853661191,39.8934489415,,,,,1.19826420479462,,415.7472
415.9,0.0,100.7474013007,,100.0443331272,,100.0443331272,39.8934489415,,,,,1.19826420479462,,415.8996
416.052,0.0,100.7791527666,,100.0579408983,,100.0579408983,39.8934489415,,,,,1.19826420479462,,416.052
416.204,0.0,100.8063683088,,100.0397972035,,100.0397972035,39.8934489415,,,,,1.19826420479462,,416.2044
416.357,0.0,100.833583851,,100.062476822,,100.062476822,39.8934489415,,,,,1.19826420479462,,416.3568
416.509,0.0,100.8607993932,,100.0443331272,,100.0443331272,39.8934489415,,,,,1.19826420479462,,416.5092
416.662,0.0,100.8880149354,,100.0352612798,,100.0352612798,39.8934489415,,,,,1.19826420479462,,416.6616
416.814,0.0,100.9152304776,,100.0534049746,,100.0534049746,39.8934489415,,,,,1.19826420479462,,416.814
416.966,0.0,100.9424460198,,100.0670127457,,100.0670127457,39.8934489415,,,,,1.19826420479462,,416.9664
417.119,0.0,100.9741974857,,100.0307253561,,100.0307253561,39.8934489415,,,,,1.19826420479462,,417.1188
417.271,0.0,101.0014130279,,100.1350516012,,100.1350516012,39.8934489415,,,,,1.19826420479462,,417.2712
417.424,0.0,101.0331644938,,100.0942282879,,100.0942282879,39.8934489415,,,,,1.19826420479462,,417.4236
417.576,0.0,101.0649159597,,100.153195296,,100.153195296,39.8934489415,,,,,1.19826420479462,,417.576
417.728,0.0,101.0921315019,,100.0987642116,,100.0987642116,39.8934489415,,,,,1.19826420479462,,417.7284
417.881,0.0,101.1193470441,,100.0488690509,,100.0488690509,39.8934489415,,,,,1.19826420479462,,417.8808
418.033,0.0,101.1465625863,,100.0851564405,,100.0851564405,39.8934489415,,,,,1.19826420479462,,418.0332
418.186,0.0,101.1737781285,,100.0534049746,,100.0534049746,39.8934489415,,,,,1.19826420479462,,418.1856
418.338,0.0,101.2009936707,,100.0261894324,,100.0261894324,39.8934489415,,,,,1.19826420479462,,418.338
418.49,0.0,101.2282092129,,100.0760845931,,100.0760845931,39.8934489415,,,,,1.19826420479462,,418.4904
418.643,0.0,101.2554247551,,100.0715486694,,100.0715486694,39.8934489415,,,,,1.19826420479462,,418.6428
418.795,0.0,101.2826402973,,100.0307253561,,100.0307253561,39.8934489415,,,,,1.19826420479462,,418.7952
418.948,0.0,101.3143917632,,100.0579408983,,100.0579408983,39.8934489415,,,,,1.19826420479462,,418.9476
419.1,0.0,101.3461432291,,100.0579408983,,100.0579408983,39.8934489415,,,,,1.19826420479462,,419.1
419.252,0.0,101.377894695,,100.1305156775,,100.1305156775,39.8934489415,,,,,1.19826420479462,,419.2524
419.405,0.0,101.4051102372,,100.0488690509,,100.0488690509,39.8934489415,,,,,1.19826420479462,,419.4048
419.557,0.0,101.4323257794,,100.0715486694,,100.0715486694,39.8934489415,,,,,1.19826420479462,,419.5572
419.71,0.0,101.4595413216,,100.1214438301,,100.1214438301,39.8934489415,,,,,1.19826420479462,,419.7096
419.862,0.0,101.4867568638,,100.0534049746,,100.0534049746,39.8934489415,,,,,1.19826420479462,,419.862
420.014,0.0,101.513972406,,100.0715486694,,100.0715486694,39.8934489415,,,,,1.19826420479462,,420.0144
420.167,0.0,101.5411879482,,100.0488690509,,100.0488690509,39.8934489415,,,,,1.19826420479462,,420.1668
420.319,0.0,101.56840349040002,,100.0942282879,,100.0942282879,39.8934489415,,,,,1.19826420479462,,420.3192
420.472,0.0,101.6001549563,,99.8266087896,,99.8266087896,39.8934489415,,,,,1.19826420479462,,420.4716
420.624,0.0,101.6319064222,,92.8322144442,,92.8322144442,39.8934489415,,,,,1.19826420479462,,420.624
420.776,0.0,101.650050117,,92.5509871748,,92.5509871748,39.8934489415,,,,,1.19826420479462,,420.7764
420.929,0.0,101.6818015829,,99.9173272636,,99.9173272636,39.8934489415,,,,,1.19826420479462,,420.9288
421.081,0.0,101.7090171251,,99.9944379665,,99.9944379665,39.8934489415,,,,,1.19826420479462,,421.0812
421.234,0.0,101.7362326673,,99.9808301954,,99.9808301954,39.8934489415,,,,,1.19826420479462,,421.2336
421.386,0.0,101.7634482095,,99.9944379665,,99.9944379665,39.8934489415,,,,,1.19826420479462,,421.386
421.538,0.0,101.786127828,,99.5998126046,,99.5998126046,39.8934489415,,,,,1.19826420479462,,421.5384
421.691,0.0,101.8224152176,,100.0534049746,,100.0534049746,39.8934489415,,,,,1.19826420479462,,421.6908
421.843,0.0,101.8496307598,,92.98643585,,92.98643585,39.8934489415,,,,,1.19826420479462,,421.8432
421.996,0.0,101.876846302,,99.7404262393,,99.7404262393,39.8934489415,,,,,1.19826420479462,,421.9956
422.148,0.0,101.9085977679,,99.7903214,,99.7903214,39.8934489415,,,,,1.19826420479462,,422.148
422.3,0.0,101.9358133101,,99.8402165607,,99.8402165607,39.8934489415,,,,,1.19826420479462,,422.3004
422.453,0.0,101.9630288523,,99.8447524844,,99.8447524844,39.8934489415,,,,,1.19826420479462,,422.4528
422.605,0.0,101.9902443945,,99.8447524844,,99.8447524844,39.8934489415,,,,,1.19826420479462,,422.6052
422.758,0.0,102.0219958604,,99.8855757977,,99.8855757977,39.8934489415,,,,,1.19826420479462,,422.7576
422.91,0.0,102.0492114026,,99.7268184682,,99.7268184682,39.8934489415,,,,,1.19826420479462,,422.91
423.062,0.0,102.0764269448,,99.7222825445,,99.7222825445,39.8934489415,,,,,1.19826420479462,,423.0624
423.215,0.0,102.103642487,,99.8583602555,,99.8583602555,39.8934489415,,,,,1.19826420479462,,423.2148
423.367,0.0,102.1308580292,,99.8674321029,,99.8674321029,39.8934489415,,,,,1.19826420479462,,423.3672
423.52,0.0,102.1626094951,,99.926399111,,99.926399111,39.8934489415,,,,,1.19826420479462,,423.5196
423.672,0.0,102.1898250373,,99.926399111,,99.926399111,39.8934489415,,,,,1.19826420479462,,423.67169519999993
423.824,0.0,102.2170405795,,99.8946476451,,99.8946476451,39.8934489415,,,,,1.19826420479462,,423.82409519999993
423.977,0.0,102.2487920454,,99.6633155364,,99.6633155364,39.8934489415,,,,,1.19826420479462,,423.97649519999993
424.129,0.0,102.2760075876,,96.070863966,,96.070863966,39.8934489415,,,,,1.19826420479462,,424.12889519999993
424.282,0.0,102.2941512824,,92.9138610708,,92.9138610708,39.8934489415,,,,,1.19826420479462,,424.28129519999993
424.434,0.0,102.3349745957,,100.0670127457,,100.0670127457,39.8934489415,,,,,1.19826420479462,,424.43369519999993
424.586,0.0,102.3621901379,,100.0760845931,,100.0760845931,39.8934489415,,,,,1.19826420479462,,424.58609519999993
424.739,0.0,102.3939416038,,100.0307253561,,100.0307253561,39.8934489415,,,,,1.19826420479462,,424.73849519999993
424.891,0.0,102.421157146,,100.1033001353,,100.1033001353,39.8934489415,,,,,1.19826420479462,,424.89089519999993
425.044,0.0,102.4483726882,,100.0352612798,,100.0352612798,39.8934489415,,,,,1.19826420479462,,425.04329519999993
425.196,0.0,102.4755882304,,100.0261894324,,100.0261894324,39.8934489415,,,,,1.19826420479462,,425.19569519999993
425.348,0.0,102.5073396963,,100.0397972035,,100.0397972035,39.8934489415,,,,,1.19826420479462,,425.34809519999993
425.431,,,,,,,,,,,,,,425.4303912
425.501,0.0,102.5345552385,,100.0534049746,,100.0534049746,39.8934489415,,,,,1.19826420479462,,425.50049519999993
425.653,0.0,102.5617707807,,100.0987642116,,100.0987642116,39.8934489415,,,,,1.19826420479462,,425.65289519999993
425.806,0.0,102.5889863229,,100.0397972035,,100.0397972035,39.8934489415,,,,,1.19826420479462,,425.80529519999993
425.958,0.0,102.6162018651,,100.107836059,,100.107836059,39.8934489415,,,,,1.19826420479462,,425.95769519999993
426.11,0.0,102.6434174073,,100.1486593723,,100.1486593723,39.8934489415,,,,,1.19826420479462,,426.11009519999993
426.263,0.0,102.6706329495,,100.0760845931,,100.0760845931,39.8934489415,,,,,1.19826420479462,,426.2621904
426.415,0.0,102.7023844154,,100.1350516012,,100.1350516012,39.8934489415,,,,,1.19826420479462,,426.4145904
426.568,0.0,102.7341358813,,100.1441234486,,100.1441234486,39.8934489415,,,,,1.19826420479462,,426.5669904
426.72,0.0,102.7613514235,,100.0851564405,,100.0851564405,39.8934489415,,,,,1.19826420479462,,426.7193904
426.872,0.0,102.7885669657,,100.0851564405,,100.0851564405,39.8934489415,,,,,1.19826420479462,,426.8717904
427.025,0.0,102.8157825079,,100.0760845931,,100.0760845931,39.8934489415,,,,,1.19826420479462,,427.0241904
427.177,0.0,102.8429980501,,100.0806205168,,100.0806205168,39.8934489415,,,,,1.19826420479462,,427.1765904
427.33,0.0,102.8702135923,,99.9944379665,,99.9944379665,39.8934489415,,,,,1.19826420479462,,427.3289904
427.482,0.0,102.9019650582,,100.1259797538,,100.1259797538,39.8934489415,,,,,1.19826420479462,,427.4813904
427.634,0.0,102.9291806004,,100.1033001353,,100.1033001353,39.8934489415,,,,,1.19826420479462,,427.6337904
427.787,0.0,102.9609320663,,100.1441234486,,100.1441234486,39.8934489415,,,,,1.19826420479462,,427.7858856000001
427.939,0.0,102.9881476085,,100.1713389908,,100.1713389908,39.8934489415,,,,,1.19826420479462,,427.9382856000001
428.092,0.0,103.0153631507,,100.1441234486,,100.1441234486,39.8934489415,,,,,1.19826420479462,,428.0906856000001
428.244,0.0,103.0425786929,,100.1259797538,,100.1259797538,39.8934489415,,,,,1.19826420479462,,428.2430856000001
428.396,0.0,103.0743301588,,100.1894826856,,100.1894826856,39.8934489415,,,,,1.19826420479462,,428.3954856000001
428.549,0.0,103.1060816247,,100.1305156775,,100.1305156775,39.8934489415,,,,,1.19826420479462,,428.5478856000001
428.701,0.0,103.1332971669,,100.0942282879,,100.0942282879,39.8934489415,,,,,1.19826420479462,,428.7002856000001
428.854,0.0,103.1605127091,,100.1441234486,,100.1441234486,39.8934489415,,,,,1.19826420479462,,428.8526856000001
429.006,0.0,103.1877282513,,100.0670127457,,100.0670127457,39.8934489415,,,,,1.19826420479462,,429.0047808
429.158,0.0,103.2149437935,,100.062476822,,100.062476822,39.8934489415,,,,,1.19826420479462,,429.1571808
429.311,0.0,103.2421593357,,100.062476822,,100.062476822,39.8934489415,,,,,1.19826420479462,,429.3095808
429.463,0.0,103.2739108016,,100.107836059,,100.107836059,39.8934489415,,,,,1.19826420479462,,429.4619808
429.616,0.0,103.3011263438,,100.0352612798,,100.0352612798,39.8934489415,,,,,1.19826420479462,,429.6143808
429.768,0.0,103.3238059623,,99.8674321029,,99.8674321029,39.8934489415,,,,,1.19826420479462,,429.7667808
429.92,0.0,103.3555574282,,100.4162788706,,100.4162788706,39.8934489415,,,,,1.19826420479462,,429.9191808
430.073,0.0,103.3827729704,,99.9989738902,,99.9989738902,39.8934489415,,,,,1.19826420479462,,430.071276
430.225,0.0,103.4099885126,,100.2938089307,,100.2938089307,39.8934489415,,,,,1.19826420479462,,430.223676
430.378,0.0,103.4417399785,,100.2257700752,,100.2257700752,39.8934489415,,,,,1.19826420479462,,430.376076
430.53,0.0,103.4689555207,,100.24391377,,100.24391377,39.8934489415,,,,,1.19826420479462,,430.528476
430.682,0.0,103.4961710629,,100.2575215411,,100.2575215411,39.8934489415,,,,,1.19826420479462,,430.680876
430.835,40.52,103.5324584525,2046.88,99.9536146532,,99.9536146532,39.8934489415,,,,,1.19826420479462,,430.8329712
430.987,49.36,103.5415302999,1879.11,90.3374564092,,90.3374564092,40.551157878000005,,,,,1.19826420479462,,430.9853712
431.14,35.57,103.5732817658,1556.92,100.2983448544,,100.2983448544,40.8187773763,,,,,1.19826420479462,,431.1377712
431.292,63.0,103.6050332317,1601.56,100.9379100961,,100.9379100961,40.8187773763,,,,,1.19826420479462,,431.2901712
431.444,63.0,103.6367846976,,100.9923411805,,100.9923411805,40.8187773763,,,,,1.19826420479462,,431.4425712
431.597,63.0,103.6640002398,,100.9197664013,,100.9197664013,40.8187773763,,,,,1.19826420479462,,431.5946664
431.749,63.0,103.691215782,,100.969661562,,100.969661562,40.8187773763,,,,,1.19826420479462,,431.7470664
431.902,63.0,103.72296724790002,,100.9106945539,,100.9106945539,40.8187773763,,,,,1.19826420479462,,431.8994664
432.054,63.0,103.7501827901,,100.9560537909,,100.9560537909,40.8187773763,,,,,1.19826420479462,,432.0518664
432.206,63.0,103.7773983323,,100.924302325,,100.924302325,40.8187773763,,,,,1.19826420479462,,432.2042664
432.359,63.0,103.8046138745,,100.9152304776,,100.9152304776,40.8187773763,,,,,1.19826420479462,,432.3563616
432.511,63.0,103.8363653404,1328.13,100.9333741724,,100.9333741724,40.8187773763,,,,,1.19826420479462,,432.5087616
432.664,63.0,103.8635808826,,100.8290479273,,100.8290479273,40.8187773763,,,,,1.19826420479462,,432.6611616
432.816,63.0,103.8907964248,,100.8607993932,,100.8607993932,40.8187773763,,,,,1.19826420479462,,432.8135616
432.968,68.21,103.9225478907,,100.8607993932,,100.8607993932,40.8187773763,,,,,1.19826420479462,,432.9656568
433.121,81.91,103.9497634329,,100.8698712406,,100.8698712406,40.8187773763,,,,,1.19826420479462,,433.1180568
433.273,83.0,103.9815148988,2343.75,100.153195296,,100.153195296,40.8187773763,,,,,1.19826420479462,,433.2704568
433.426,83.0,104.0132663647,2304.69,99.4954863595,,99.4954863595,40.8187773763,,,,,1.19826420479462,,433.4228568
433.578,83.6,104.0314100595,2304.69,98.9965347525,,98.9965347525,40.8187773763,,,,,1.19826420479462,,433.574952
433.73,84.0,104.0631615254,,100.8199760799,,100.8199760799,40.8187773763,,,,,1.19826420479462,,433.727352
433.883,84.0,104.0903770676,2343.75,100.1940186093,,100.1940186093,40.8187773763,,,,,1.19826420479462,,433.879752
434.035,84.0,104.1130566861,,100.1894826856,,100.1894826856,40.8187773763,,,,,1.19826420479462,,434.032152
434.1880000000001,84.0,104.144808152,,99.9581505769,,99.9581505769,40.8187773763,,,,,1.19826420479462,,434.1842472
434.34,84.0,104.1765596179,,99.8130010185,,99.8130010185,40.8187773763,,,,,1.19826420479462,,434.3366472
434.492,84.0,104.2037751601,2343.75,99.4864145121,,99.4864145121,40.8187773763,,,,,1.19826420479462,,434.4890472
434.645,84.0,104.2309907023,,99.3321931063,,99.3321931063,40.8187773763,,,,,1.19826420479462,,434.6411424
434.797,84.0,104.2582062445,,99.4591989699,,99.4591989699,40.8187773763,,,,,1.19826420479462,,434.7935424
434.95,84.0,104.2899577104,,99.4455911988,,99.4455911988,40.8187773763,,,,,1.19826420479462,,434.9459424
435.102,84.0,104.3171732526,2382.81,99.8039291711,,99.8039291711,40.8187773763,,,,,1.19826420479462,,435.0980376
435.254,84.0,104.3489247185,,99.3594086485,,99.3594086485,40.8187773763,,,,,1.19826420479462,,435.2504376
435.407,84.0,104.371604337,,99.3458008774,,99.3458008774,40.8187773763,,,,,1.19826420479462,,435.4028376
435.559,84.0,104.4033558029,2382.81,99.1734357768,,99.1734357768,40.8187773763,,,,,1.19826420479462,,435.5549328
435.712,84.0,104.4305713451,,98.8559211178,,98.8559211178,40.8187773763,,,,,1.19826420479462,,435.7073328
435.864,84.0,104.4577868873,,98.8150978045,,98.8150978045,40.8187773763,,,,,1.19826420479462,,435.8597328
436.016,84.0,104.4895383532,2343.75,98.4567598322,,98.4567598322,40.8187773763,,,,,1.19826420479462,,436.011828
436.169,84.0,104.5122179717,2382.81,96.8827943083,,96.8827943083,40.8187773763,,,,,1.19826420479462,,436.164228
436.321,84.0,104.5439694376,,97.2864915176,,97.2864915176,40.8187773763,,,,,1.19826420479462,,436.316628
436.474,84.0,104.5711849798,,99.0963250739,,99.0963250739,40.8187773763,,,,,1.19826420479462,,436.4687232
436.626,84.0,104.6029364457,2343.75,98.9647832866,,98.9647832866,40.8187773763,,,,,1.19826420479462,,436.6211232
436.778,84.0,104.6301519879,,98.2798588079,,98.2798588079,40.8187773763,,,,,1.19826420479462,,436.7732184
436.931,84.0,104.6573675301,,98.0802781651,,98.0802781651,40.8187773763,,,,,1.19826420479462,,436.9256184
437.083,84.0,104.6845830723,,97.8308023616,,97.8308023616,40.8187773763,,,,,1.19826420479462,,437.0780184
437.236,84.0,104.7163345382,2343.75,97.0551594089,,97.0551594089,40.8187773763,,,,,1.19826420479462,,437.2301136
437.388,84.0,104.7435500804,,97.3046352124,,97.3046352124,40.8187773763,,,,,1.19826420479462,,437.3825136
437.54,84.0,104.7707656226,,96.433737862,,96.433737862,40.8187773763,,,,,1.19826420479462,,437.53460880000006
437.693,84.0,104.7979811648,,96.3158038458,,96.3158038458,40.8187773763,,,,,1.19826420479462,,437.68700880000006
437.845,84.0,104.8297326307,,96.1207591267,,96.1207591267,40.8187773763,,,,,1.19826420479462,,437.839104
437.9980000000001,84.0,104.8569481729,2304.69,96.1661183637,,96.1661183637,40.8187773763,,,,,1.19826420479462,,437.991504
438.15,84.0,104.8841637151,,96.1570465163,,96.1570465163,40.8187773763,,,,,1.19826420479462,,438.143904
438.302,84.0,104.915915181,,96.0481843475,,96.0481843475,40.8187773763,,,,,1.19826420479462,,438.2959992
438.455,84.0,104.9431307232,,95.7306696885,,95.7306696885,40.8187773763,,,,,1.19826420479462,,438.4483992
438.607,84.0,104.9703462654,,95.9302503313,,95.9302503313,40.8187773763,,,,,1.19826420479462,,438.6004944
438.76,84.0,104.9975618076,2304.69,96.0617921186,,96.0617921186,40.8187773763,,,,,1.19826420479462,,438.7528944
438.912,84.0,105.0293132735,,95.526553122,,95.526553122,40.8187773763,,,,,1.19826420479462,,438.9049896000001
439.064,84.0,105.0565288157,,95.4312987243,,95.4312987243,40.8187773763,,,,,1.19826420479462,,439.0573896000001
439.217,84.0,105.0837443579,,95.481193885,,95.481193885,40.8187773763,,,,,1.19826420479462,,439.2094848
439.369,84.0,105.1109599001,2304.69,95.8077803914,,95.8077803914,40.8187773763,,,,,1.19826420479462,,439.3618848
439.522,84.0,105.142711366,,95.9574658735,,95.9574658735,40.8187773763,,,,,1.19826420479462,,439.51398
