,Unnamed: 0,Measured Depth m,TOFB s,AVG_CONF unitless,MIN_CONF unitless,Average Rotary Speed rpm,STUCK_RT unitless,Corrected Surface Weight on Bit kkgf,Corrected Total Hookload kkgf,MWD Turbine RPM rpm,MWD Raw Gamma Ray 1/s,MWD Continuous Inclination dega,Pump 2 Stroke Rate 1/min,Rate of Penetration m/h,Bit Drill Time h,Corrected Hookload kkgf,MWD Gravity Toolface dega,Mud Density Out g/cm3,MWD GR Bit Confidence Flag %,Pump Time h,PowerUP Shock Rate 1/s,Total SPM 1/min,HKLO kkgf,Average Hookload kkgf,Total Hookload kkgf,DRET unitless,Extrapolated Hole TVD m,MWD Gamma Ray (API BH corrected) gAPI,Pump 1 Strokes unitless,ROPIH s/m,EDRT unitless,Pump 1 Stroke Rate 1/min,Rate of penetration m/h,Iso-butane (IC4) ppm,Bit Drilling Run m,MWD Total Shocks unitless,Total Bit Revolutions unitless,Nor-butane (NC4) ppm,Lag Depth (TVD) m,Pump 2 Strokes unitless,Corr. Drilling Exponent unitless,Total Vertical Depth m,Ethane (C2) ppm,TMP In degC,Mud Density In g/cm3,n-Penthane ppm,Mud Density In g/cm3.1,Weight on Bit kkgf,Bit Revolutions  (cum) unitless,Averaged WOB kkgf,Hole Depth (TVD) m,MWD Shock Risk unitless,Bit run number unitless,RHX_RT unitless,Pump 3 Strokes unitless,Total Strokes unitless,Inverse ROP s/m,Pass Name unitless,Pump 4 Stroke Rate 1/min,Iso-pentane (IC5) ppm,Rig Mode unitless,MWD Shock Peak m/s2,Flow Pumps L/min,SPN Sp_RigMode 2hz unitless,Average Standpipe Pressure kPa,Bit Depth m,Rate of Penetration (5ft avg) m/h,Gas (avg) %,Propane (C3) ppm,"String weight (rot,avg) kkgf",TOBO s,AJAM_MWD unitless,Tank volume (active) m3,1/2ft ROP m/h,Weight On Hook kkgf,Hole depth (MD) m,Mud Flow In L/min,BHFG unitless,Temperature Out degC,Averaged TRQ kN.m,MWD Continuous Azimuth dega,RGX_RT unitless,MWD DNI Temperature degC,Bit Drilling Time h,HKLI kkgf,Average Surface Torque kN.m,Methane (C1) ppm,MWD Magnetic Toolface dega,Total Downhole RPM rpm,SHK3TM_RT min,Elapsed time in-slips s,Stand Pipe Pressure kPa,Pump 3 Stroke Rate 1/min,Averaged RPM rpm,Pump 4 Strokes unitless,Inverse ROP (5ft avg) s/m,S1AC kPa,S2AC kPa,IMWT g/cm3,OSTM s,nameWellbore,name,IMP/ARC Attenuation Conductivity 40-in. at 2 MHz mS/m,ARC Annular Pressure kPa,MWD Collar RPM rpm,IMP/ARC Non-BHcorr Phase-Shift Resistivity 28-in. at 2 MHz ohm.m,IMP/ARC Phase-Shift Conductivity 40-in. at 2 MHz mS/m,Annular Temperature degC,IMP/ARC Non-BHcorr Phase-Shift Resistivity 40-in. at 2 MHz ohm.m,ARC Gamma Ray (BH corrected) gAPI,IMP/ARC Non-BHcorr Attenuation Resistivity 40-in. at 2 MHz ohm.m,MWD Stick-Slip PKtoPK RPM rpm,IMP/ARC Non-BHcorr Attenuation Resistivity 28-in. at 2 MHz ohm.m,IMP/ARC Phase-Shift Conductivity 28-in. at 2 MHz mS/m
0,0,273.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
1,1,273.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
2,2,273.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
3,3,273.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4,4,273.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
5,5,273.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
6,6,274.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
7,7,274.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
8,8,274.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
9,9,274.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
10,10,274.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
11,11,274.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
12,12,274.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
13,13,275.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
14,14,275.23400000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
15,15,275.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
16,16,275.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
17,17,275.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
18,18,275.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
19,19,275.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
20,20,276.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
21,21,276.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
22,22,276.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
23,23,276.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
24,24,276.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
25,25,276.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
26,26,277.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
27,27,277.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
28,28,277.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
29,29,277.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
30,30,277.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
31,31,277.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
32,32,277.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
33,33,278.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
34,34,278.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
35,35,278.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
36,36,278.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
37,37,278.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
38,38,278.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
39,39,279.04400000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
40,40,279.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
41,41,279.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
42,42,279.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
43,43,279.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
44,44,279.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
45,45,279.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
46,46,280.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
47,47,280.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
48,48,280.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
49,49,280.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
50,50,280.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
51,51,280.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
52,52,281.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
53,53,281.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
54,54,281.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
55,55,281.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
56,56,281.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
57,57,281.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
58,58,281.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
59,59,282.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
60,60,282.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
61,61,282.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
62,62,282.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
63,63,282.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
64,64,282.85400000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
65,65,283.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
66,66,283.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
67,67,283.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
68,68,283.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
69,69,283.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
70,70,283.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
71,71,283.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
72,72,284.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
73,73,284.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
74,74,284.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
75,75,284.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
76,76,284.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
77,77,284.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
78,78,284.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drilling,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
