,Unnamed: 0,Measured Depth m,TOFB s,AVG_CONF unitless,MIN_CONF unitless,Average Rotary Speed rpm,STUCK_RT unitless,Corrected Surface Weight on Bit kkgf,Corrected Total Hookload kkgf,MWD Turbine RPM rpm,MWD Raw Gamma Ray 1/s,MWD Continuous Inclination dega,Pump 2 Stroke Rate 1/min,Rate of Penetration m/h,Bit Drill Time h,Corrected Hookload kkgf,MWD Gravity Toolface dega,Mud Density Out g/cm3,MWD GR Bit Confidence Flag %,Pump Time h,PowerUP Shock Rate 1/s,Total SPM 1/min,HKLO kkgf,Average Hookload kkgf,Total Hookload kkgf,DRET unitless,Extrapolated Hole TVD m,MWD Gamma Ray (API BH corrected) gAPI,Pump 1 Strokes unitless,ROPIH s/m,EDRT unitless,Pump 1 Stroke Rate 1/min,Rate of penetration m/h,Iso-butane (IC4) ppm,Bit Drilling Run m,MWD Total Shocks unitless,Total Bit Revolutions unitless,Nor-butane (NC4) ppm,Lag Depth (TVD) m,Pump 2 Strokes unitless,Corr. Drilling Exponent unitless,Total Vertical Depth m,Ethane (C2) ppm,TMP In degC,Mud Density In g/cm3,n-Penthane ppm,Mud Density In g/cm3.1,Weight on Bit kkgf,Bit Revolutions  (cum) unitless,Averaged WOB kkgf,Hole Depth (TVD) m,MWD Shock Risk unitless,Bit run number unitless,RHX_RT unitless,Pump 3 Strokes unitless,Total Strokes unitless,Inverse ROP s/m,Pass Name unitless,Pump 4 Stroke Rate 1/min,Iso-pentane (IC5) ppm,Rig Mode unitless,MWD Shock Peak m/s2,Flow Pumps L/min,SPN Sp_RigMode 2hz unitless,Average Standpipe Pressure kPa,Bit Depth m,Rate of Penetration (5ft avg) m/h,Gas (avg) %,Propane (C3) ppm,"String weight (rot,avg) kkgf",TOBO s,AJAM_MWD unitless,Tank volume (active) m3,1/2ft ROP m/h,Weight On Hook kkgf,Hole depth (MD) m,Mud Flow In L/min,BHFG unitless,Temperature Out degC,Averaged TRQ kN.m,MWD Continuous Azimuth dega,RGX_RT unitless,MWD DNI Temperature degC,Bit Drilling Time h,HKLI kkgf,Average Surface Torque kN.m,Methane (C1) ppm,MWD Magnetic Toolface dega,Total Downhole RPM rpm,SHK3TM_RT min,Elapsed time in-slips s,Stand Pipe Pressure kPa,Pump 3 Stroke Rate 1/min,Averaged RPM rpm,Pump 4 Strokes unitless,Inverse ROP (5ft avg) s/m,S1AC kPa,S2AC kPa,IMWT g/cm3,OSTM s,nameWellbore,name,IMP/ARC Attenuation Conductivity 40-in. at 2 MHz mS/m,ARC Annular Pressure kPa,MWD Collar RPM rpm,IMP/ARC Non-BHcorr Phase-Shift Resistivity 28-in. at 2 MHz ohm.m,IMP/ARC Phase-Shift Conductivity 40-in. at 2 MHz mS/m,Annular Temperature degC,IMP/ARC Non-BHcorr Phase-Shift Resistivity 40-in. at 2 MHz ohm.m,ARC Gamma Ray (BH corrected) gAPI,IMP/ARC Non-BHcorr Attenuation Resistivity 40-in. at 2 MHz ohm.m,MWD Stick-Slip PKtoPK RPM rpm,IMP/ARC Non-BHcorr Attenuation Resistivity 28-in. at 2 MHz ohm.m,IMP/ARC Phase-Shift Conductivity 28-in. at 2 MHz mS/m
4122,4122,596.0,,,,,,,,,,,,,,,,1.23000001907349,,,,,,,,,,,,,,,31.190000534057603,0.0,154.199996948242,,,0.0,591.219970703125,,9.39999961853027,591.219970703125,0.0,32.5800018310548,1.22000002861023,5.0,,,52812.0,5.955142839387451,,,,,,,,,,0.0,,,3247.35009765625,,,,,0.2265,0.0,,,,112.12000274658199,,101.482154092444,,,,35.5600013732911,0.00999999977648258,,,,15126.0,,,2084.0,,,,,11843.0000305176,,97.4199981689453,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4123,4123,596.036,48.51,93.25,88.0,97.0,3.0,36.7092305041,133.945826861,2890.63,,,0.0,29.821632,27.56,97.23659635690001,3.15,,,97.67,0.0,146.0,,97.23659635690001,102.7704232709,,592.39404,,,,3.0,73.0,,,,,48678.97,,,,,,,,,,1.1982642047946201,5.3478540423,,,592.1373984,0.0,1.0,,,,120.07874015748001,Drilling,0.0,,1.0,0.0,,1.0,11799.067103371899,,29.821632,,,,,0.0,,29.809440000000002,,596.0364,3226.26879348,1.0,,,,,,,,0.013558179483313998,,,97.0,0.0,,,73.0,,,120.07874015748001,89.35605451946199,32.681149569618,1.1982642047946201,764.01,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4124,4124,596.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4125,4125,596.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4126,4126,596.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4127,4127,596.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4128,4128,596.189,48.51,89.5,81.0,97.0,,36.650263496,133.9730424032,,,19.4,0.0,29.827728000000004,27.57,97.32277890719999,4.56,,87.0,97.67,,146.0,,97.32277890719999,102.7704232709,,592.537296,,,,3.0,73.0,,,,,48708.5,,,,,,,,,,1.1982642047946201,5.5882579984000005,,,592.2797400000001,,1.0,,,,120.07874015748001,Drilling,0.0,,1.0,,,1.0,11800.032369393,,29.827728000000004,,,,,,,29.842968,,596.1888,3226.26879348,1.0,,,191.95,945.0,36.077777777777904,,,0.013558179483313998,,,97.0,,,,73.0,,,120.07874015748001,88.11499820669171,24.752178682474398,1.1982642047946201,782.01,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4129,4129,596.2040000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4130,4130,596.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4131,4131,596.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4132,4132,596.3290000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4133,4133,596.341,48.51,87.17,81.0,97.0,,36.636655724899995,134.00025794540002,2890.63,,,0.0,29.855159999999998,27.57,97.3636022205,4.56,,,97.68,,146.0,,97.3636022205,102.7704232709,,592.6805519999999,,,,3.0,73.0,,,,,48738.0,,,,,,,,,,1.1982642047946201,5.3659977371,,,592.4220816000001,,1.0,623.0,,,120.07874015748001,Drilling,0.0,,1.0,,,1.0,11846.0204005384,,29.855159999999998,,,,,0.0,,29.867352,,596.3412,3226.26879348,1.0,,,190.28,,,,,0.013558179483313998,,,97.0,,,,73.0,,,120.07874015748001,89.35605451946199,29.992194225282397,1.1982642047946201,800.5,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4134,4134,596.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4135,4135,596.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4136,4136,596.4540000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4137,4137,596.494,48.51,87.6,84.0,97.0,3.0,36.6593353434,134.0274734876,,65.92,19.4,0.0,29.833824,27.58,97.37267406790001,4.56,,,97.68,0.0,146.0,,97.37267406790001,102.7704232709,,592.823808,158.57,,,3.0,73.0,,,,,48767.89,,,,,,,,,,1.1982642047946201,5.379605508200001,,,592.5644232000001,0.0,1.0,622.5,,,120.07874015748001,Drilling,0.0,,1.0,0.0,,1.0,11877.598388941102,,29.833824,,,,,,,29.797248,,596.4936,3226.26879348,1.0,,,188.34,945.0,,,,0.013558179483313998,,,97.0,0.0,,,73.0,,,120.07874015748001,97.42292055246901,30.061141798214102,1.1982642047946201,819.0,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4138,4138,596.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4139,4139,596.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4140,4140,596.5790000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4141,4141,596.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4142,4142,596.646,48.51,88.29,79.0,97.0,,36.6094401827,134.0546890298,,,,0.0,29.824679999999997,27.58,97.4497847708,4.56,,,97.69,,146.0,,97.4497847708,102.7704232709,,592.976208,,,,3.0,73.0,,,,,48797.87,,,,,,,,,,1.1982642047946201,5.1618811706,,,592.7067647999999,,1.0,,,,120.07874015748001,Drilling,0.0,,1.0,,,1.0,11854.9835850195,,29.824679999999997,,,,,,,29.852111999999998,,596.646,3226.26879348,1.0,,,,,36.077777777777904,,,0.013558179483313998,,,97.0,,,,73.0,,,120.07874015748001,72.6017942970628,27.234291308015,1.1982642047946201,837.51,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4143,4143,596.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4144,4144,596.7040000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4145,4145,596.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4146,4146,596.798,48.51,89.2,79.0,97.0,,36.7818052833,134.0864404957,2890.63,,19.48,0.0,29.812488000000002,27.59,97.3046352124,4.56,,88.0,97.7,0.0,146.0,,97.3046352124,102.7704232709,,593.119464,,,,3.0,73.0,,,,,48827.76,,,,,,,,,,1.1982642047946201,5.5428987614,,,592.8491064,0.0,1.0,,,,120.07874015748001,Drilling,0.0,,1.0,0.0,,1.0,11819.8203228244,,29.812488000000002,,,,,0.0,,29.775911999999998,,596.7984,3226.26879348,1.0,,,191.02,944.5,,,,0.013558179483313998,,,97.0,0.0,,,73.0,,,120.07874015748001,92.4586953013877,26.8895534433566,1.1982642047946201,856.0,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4147,4147,596.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4148,4148,596.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4149,4149,596.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4150,4150,596.951,48.51,87.67,83.0,97.0,3.0,36.9314907654,134.1136560379,,,,0.0,29.821632,27.59,97.1776293488,4.56,,,97.7,,146.0,,97.1776293488,102.7704232709,,593.2627200000001,,,,3.0,73.0,,,,,48857.28,,,,,,,,,,1.1982642047946201,5.7923745649,,,592.991448,,1.0,622.0,,,120.07874015748001,Drilling,0.0,,1.0,,,1.0,11894.2837015906,,29.821632,,,,,,,29.867352,,596.9508,3226.26879348,1.0,,,189.22,,36.077777777777904,,,0.013558179483313998,,,97.0,,,,73.0,,,120.07874015748001,92.389747728456,29.0269282042388,1.1982642047946201,874.0,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4151,4151,596.9540000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4152,4152,596.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4153,4153,597.0,,,,,,,,,,,,,,,,1.23000001907349,,,,,,,,,,,,,,,31.9099998474121,0.0,155.210006713867,,,0.0,592.1300048828131,,9.079999923706051,592.1300048828131,0.0,32.5800018310548,1.22000002861023,5.0,,,53185.0,5.220946893749731,,,,,,,,,,0.0,,,3247.02001953125,,,,,0.2547,0.0,,,,111.98000335693399,,101.65551176131099,,,,35.529998779296896,0.00999999977648258,,,,15239.7099609375,,,2292.0,,,,,11858.999633789099,,97.41000366210942,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4154,4154,597.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4155,4155,597.0790000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4156,4156,597.1030000000001,48.51,87.67,83.0,97.0,,37.1401432556,134.1408715801,,72.96,19.57,0.0,29.830776,27.6,97.0007283245,3.15,,,97.71,,146.0,,97.0007283245,102.7704232709,,593.405976,175.51,,,3.0,73.0,,,,,48886.79,,,,,,,,,,1.1982642047946201,5.5746502273,,,593.1337896000001,,1.0,621.5,,,120.07874015748001,Drilling,0.0,,1.0,,,1.0,11870.4278413562,,29.830776,,,,,,,29.791152,,597.1032,3226.26879348,1.0,,,190.02,944.0,,,,0.013558179483313998,,,97.0,,,,73.0,,,120.07874015748001,67.84441176477671,26.131130141108102,1.1982642047946201,892.5,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4157,4157,597.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4158,4158,597.2040000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4159,4159,597.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4160,4160,597.256,48.51,92.67,89.0,97.0,3.0,36.8952033758,134.1680871223,2890.63,,,0.0,29.818584,27.6,97.2728837465,3.15,,,97.71,0.0,146.0,,97.2728837465,102.7704232709,,593.558376,,,,3.0,73.0,,,,,48916.71,,,,,,,,,,1.1982642047946201,5.4657880585,,,593.2758263999999,0.0,1.0,,,,120.07874015748001,Drilling,0.0,,1.0,0.0,,1.0,11816.924524761298,,29.827728000000004,,,,,0.0,,29.846016,,597.2556,3226.26879348,1.0,,,,,,,,0.013558179483313998,,,97.0,0.0,,,73.0,,,120.07874015748001,119.761934182334,27.303238880946697,1.1982642047946201,911.01,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4161,4161,597.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4162,4162,597.3290000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4163,4163,597.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4164,4164,597.408,48.51,89.63,85.0,97.0,,36.7954130544,134.19530266450002,,,19.65,0.0,29.815535999999998,27.61,97.3998896101,4.56,,87.0,97.72,,146.0,,97.3998896101,102.7704232709,,593.701632,,,,3.0,73.0,,,,,48946.63,,,,,,,,,,1.1982642047946201,5.3705336608000005,,,593.4181679999999,,1.0,,,,120.07874015748001,Drilling,0.0,,1.0,,,1.0,11915.3127113348,,29.824679999999997,,,,,,,29.785056,,597.408,3226.26879348,1.0,,,192.34,943.5,36.077777777777904,,,0.013558179483313998,,,97.0,,,,73.0,,,120.07874015748001,98.4571341464442,23.1663845050457,1.1982642047946201,929.5,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4165,4165,597.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4166,4166,597.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4167,4167,597.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4168,4168,597.56,48.51,89.0,85.0,97.0,,37.3896190591,134.2225182067,,64.64,19.74,0.0,33.930336,27.61,96.83743507129999,1.74,,87.0,97.72,,146.0,,96.83743507129999,102.7704232709,,593.844888,155.49,,,3.0,73.0,,,,,48972.89,,,,,,,,,,1.1982642047946201,6.4772990436,,,593.5605096,,1.0,620.5,,,106.299212598425,Drilling,0.0,,1.0,,,1.0,11802.514482018501,,30.568392,,,,,0.0,,39.413688,,597.5604,3226.26879348,1.0,,,191.44,943.0,,,,0.013558179483313998,,,97.0,,,,73.0,,,118.11023622047199,82.1855069345669,24.5453359636794,1.1982642047946201,943.5,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4169,4169,597.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4170,4170,597.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4171,4171,597.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4172,4172,597.7130000000001,48.51,86.0,84.0,97.0,3.0,37.9384658268,134.24973374889998,2890.63,67.2,,0.0,39.66972,27.62,96.31126792209999,0.34,,,97.72,0.0,146.0,,96.31126792209999,102.7704232709,,593.988144,161.65,,,3.0,73.0,,,,,48995.14,,,,,,,,,,1.1982642047946201,6.5861612124,,,593.7025464,0.0,1.0,620.5,,,90.5511811023622,Drilling,0.0,,1.0,0.0,,1.0,11888.1473675997,,31.37916,,,,,,,39.9288,,597.7128,3226.26879348,1.0,,,191.44,,,,,0.013558179483313998,,,97.0,0.0,,,73.0,,,114.17322834645701,61.15649719040339,21.0290097441635,1.1982642047946201,957.0,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4173,4173,597.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4174,4174,597.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4175,4175,597.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4176,4176,597.865,48.51,86.4,78.0,97.0,,38.2106212488,134.2769492911,,,19.82,0.0,39.892224,27.62,96.0663280423,-1.07,,,97.73,,146.0,,96.0663280423,102.7704232709,,594.1405440000001,,,,3.0,73.0,,,,,49017.36,,,,,,,,,,1.1982642047946201,6.8265651685,,,593.844888,,1.0,620.0,,,90.5511811023622,Drilling,0.0,,1.0,,,1.0,11961.0938997614,,32.229552000000005,,,,,,,39.855647999999995,,597.8652,3226.26879348,1.0,,,192.08,942.5,36.077777777777904,,,0.013558179483313998,,,97.0,,,,73.0,,,112.204724409449,109.41979824258199,34.887471903431894,1.1982642047946201,971.01,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4177,4177,597.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4178,4178,597.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
4179,4179,597.999,,,,,,,,,,,,,,,,1.23000001907349,,,,,,,,,,,,,,,40.1699981689453,0.0,156.190002441406,,,0.0,593.02001953125,,8.73999977111816,593.02001953125,0.0,32.590000152588,1.22000002861023,0.0,,,53475.0,5.78179100538303,,,,,,,,,,0.0,,,3246.63989257813,,,,,0.2622,0.0,,,,111.94000244140601,,101.094664732246,,,,35.54000091552739,0.00999999977648258,,,,15327.7099609375,,,2408.0,,,,,11902.9998779297,,97.4000015258789,,,,,,,15/9-F-9 A - Main Wellbore,12.25 in Section - MD Log,,,,,,,,,,,,
